LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,ADR,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled,Mes_Estancia,Mes_Reserva,Contract,Group,Transient,Transient-Party,BB,FB,HB,SC,Undefined
5,0,1,1,0,118.0,16.0,51,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
1,0,1,1,0,48.0,16.0,51,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
1,0,1,1,0,50.0,16.0,51,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,0,2,1,0,45.0,0.0,43,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
244,4,10,2,0,82.8,4.0,0,3.0,0,0,6,7,1,0,0,0,1,0,0,0,0
2,0,1,1,0,42.0,16.0,0,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
166,2,4,2,0,110.7,0.0,0,3.0,0,0,7,7,0,0,1,0,1,0,0,0,0
4,1,0,1,0,42.3,16.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
43,2,4,2,0,140.7,0.0,0,2.0,0,0,6,6,0,0,1,0,1,0,0,0,0
2,1,0,2,0,43.0,0.0,0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0
18,1,1,1,0,53.0,14.0,268,0.0,0,0,1,2,0,0,0,1,1,0,0,0,0
0,1,0,1,0,40.0,0.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
49,2,1,2,0,214.0,0.0,0,0.0,0,0,7,7,0,0,0,1,1,0,0,0,0
15,0,1,1,0,21.5,0.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
9,0,1,1,0,26.0,0.0,0,0.0,0,0,12,12,0,1,0,0,1,0,0,0,0
8,0,1,1,0,25.0,0.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
51,0,2,1,0,29.6,0.0,0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0
43,0,2,1,0,30.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
117,2,5,2,0,241.0,16.0,0,4.0,0,0,7,7,0,0,1,0,0,0,1,0,0
238,2,5,2,0,185.6,0.0,0,4.0,0,0,7,7,0,0,1,0,0,1,0,0,0
1,0,1,1,0,125.0,0.0,0,0.0,0,0,8,9,0,0,1,0,1,0,0,0,0
137,2,5,2,0,189.0,0.0,0,3.0,0,0,7,7,0,0,1,0,0,0,1,0,0
4,1,2,2,0,110.0,0.0,0,4.0,0,0,5,5,0,0,1,0,1,0,0,0,0
3,1,2,3,0,154.3,0.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
3,1,2,2,0,127.3,16.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
7,0,1,1,0,35.1,0.0,331,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
10,0,1,2,0,38.0,0.0,0,0.0,0,0,10,10,0,0,0,1,1,0,0,0,0
110,2,5,2,0,107.0,0.0,0,0.0,0,0,8,8,0,0,1,0,1,0,0,0,0
101,2,1,2,2,130.0,16.0,0,6.0,0,0,2,2,0,0,1,0,0,0,1,0,0
297,4,5,2,0,170.95,0.0,0,3.0,0,0,8,8,0,0,1,0,0,0,1,0,0
106,2,5,3,0,225.6,0.0,0,3.0,0,0,8,8,0,0,1,0,0,0,1,0,0
236,3,5,2,1,113.63,0.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
1,2,1,2,1,140.0,16.0,0,0.0,0,0,8,8,0,0,1,0,0,0,1,0,0
1,0,1,2,0,55.0,16.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
187,2,5,2,0,140.0,0.0,0,0.0,0,0,7,7,0,0,1,0,0,0,1,0,0
175,2,6,2,0,159.5,16.0,0,4.0,0,0,9,9,0,0,1,0,1,0,0,0,0
58,2,5,2,0,130.0,0.0,0,3.0,0,0,9,9,0,0,1,0,1,0,0,0,0
40,2,3,2,1,174.8,16.0,0,5.0,0,0,9,9,0,0,1,0,0,0,1,0,0
176,0,4,2,0,71.1,0.0,0,3.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,0,3,1,0,43.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0,2,2,0,192.5,0.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
260,4,10,2,0,68.4,4.0,0,3.0,0,0,6,6,1,0,0,0,1,0,0,0,0
0,0,1,1,0,48.0,16.0,43,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,0,2,1,0,45.0,0.0,43,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
1,0,2,1,0,35.0,16.0,43,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
204,6,15,2,0,102.86,22.0,0,3.0,0,0,9,10,0,0,1,0,0,0,1,0,0
0,1,1,2,0,96.0,16.0,0,0.0,0,0,10,10,0,0,0,1,1,0,0,0,0
8,2,5,2,0,91.0,11.0,0,5.0,0,0,10,10,0,0,1,0,1,0,0,0,0
8,2,5,1,0,51.0,0.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,0,1,1,0,40.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,0,1,1,0,38.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
1,0,1,1,0,75.0,16.0,0,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
1,0,1,1,0,95.0,16.0,0,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
0,0,1,1,0,126.0,16.0,0,0.0,0,0,8,8,0,0,1,0,1,0,0,0,0
0,0,1,1,0,35.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0,74.0,16.0,0,6.0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,0,1,1,0,40.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
7,0,1,1,0,79.0,0.0,34,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
1,0,1,1,0,35.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
25,0,3,3,0,335.0,0.0,0,5.0,0,0,8,8,0,0,1,0,1,0,0,0,0
0,0,0,2,0,0.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,0,1,1,0,49.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
6,0,2,1,0,14.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
2,0,1,1,0,35.0,16.0,224,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,0,1,1,0,39.0,16.0,144,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,1,0,2,0,70.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
1,0,1,1,0,37.0,16.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
1,0,2,1,0,42.0,0.0,0,0.0,0,0,12,12,0,0,1,0,0,0,1,0,0
0,0,1,2,0,45.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
3,0,2,1,0,27.0,74.0,144,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
14,1,3,2,0,0.0,74.0,144,0.0,0,0,12,12,0,0,1,0,0,0,0,1,0
0,0,1,1,0,26.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,1,0,2,0,45.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
1,0,1,1,0,30.0,0.0,12,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
1,0,1,1,0,42.4,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
3,0,2,1,0,45.0,16.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
2,0,2,1,0,35.0,16.0,356,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
7,0,1,1,0,45.0,0.0,356,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,1,3,1,0,30.0,0.0,47,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,1,2,1,0,30.0,0.0,47,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,1,3,1,0,30.0,0.0,47,0.0,0,0,2,3,0,0,1,0,1,0,0,0,0
0,1,3,1,0,39.0,0.0,47,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
10,1,3,1,0,42.0,0.0,47,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
11,0,3,2,0,58.0,0.0,0,3.0,0,0,3,3,0,0,1,0,1,0,0,0,0
13,2,2,2,0,58.0,0.0,0,3.0,0,0,3,3,0,0,1,0,1,0,0,0,0
2,0,1,2,0,34.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,1,0,39.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
23,2,2,2,0,140.0,0.0,0,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
2,0,1,1,0,4.0,16.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
1,0,1,1,0,40.0,16.0,0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0
1,0,1,2,0,48.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,40.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,1,1,1,0,40.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,1,0,2,0,76.5,16.0,0,4.0,0,0,10,11,0,0,1,0,1,0,0,0,0
13,0,1,2,0,48.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
12,0,1,2,0,85.0,0.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,1,0,2,0,85.0,0.0,0,0.0,0,0,4,4,0,1,0,0,1,0,0,0,0
22,0,2,2,0,0.0,35.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,1,1,1,0,35.0,16.0,154,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0,35.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,1,0,39.0,16.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,1,1,1,0,30.0,16.0,388,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,0,1,1,0,42.0,16.0,388,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
0,0,1,1,0,35.0,16.0,388,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
2,0,1,1,0,30.0,16.0,269,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,0,2,1,0,30.0,16.0,269,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,1,0,53.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
5,0,1,1,0,45.0,16.0,269,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
20,0,1,1,0,65.0,16.0,269,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
7,0,1,1,0,30.0,16.0,269,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
6,0,1,1,0,35.0,16.0,269,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
6,0,1,1,0,35.0,16.0,269,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,1,0,60.0,16.0,269,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,0,1,1,0,40.0,0.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,0,1,1,0,38.0,0.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,1,0,39.0,0.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,1,0,1,0,40.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,1,0,50.0,0.0,465,2.0,0,0,10,10,0,0,1,0,1,0,0,0,0
1,0,1,1,0,39.0,0.0,465,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
3,1,0,1,0,35.0,0.0,465,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
40,1,2,1,0,55.0,16.0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1
0,0,1,1,0,38.0,0.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
1,0,1,1,0,25.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,1,0,1,0,40.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,84.0,16.0,0,6.0,0,0,1,1,0,0,1,0,1,0,0,0,0
2,0,1,2,0,82.0,16.0,287,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
11,0,1,1,0,38.0,0.0,287,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
3,0,1,1,0,40.0,0.0,287,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,40.0,0.0,287,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
6,1,0,1,0,46.0,16.0,297,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
5,1,0,1,0,40.0,16.0,297,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
6,1,0,1,0,63.0,16.0,297,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
3,1,0,1,0,57.9,0.0,297,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,0,1,1,0,38.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
1,0,2,2,0,43.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,0,1,2,0,161.0,16.0,0,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,1,0,1,0,53.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,1,0,1,0,53.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,1,0,40.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
4,1,1,1,0,55.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,0,1,1,0,38.0,0.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,1,0,1,0,35.0,0.0,86,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,0,1,2,0,58.0,16.0,0,4.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,2,0,61.0,16.0,0,4.0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0,1,2,0,55.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,45.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,82.35,16.0,0,5.0,0,0,3,4,0,0,1,0,1,0,0,0,0
1,0,2,2,0,48.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,1,0,56.0,16.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
1,0,3,2,1,75.0,16.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,0,1,1,0,42.0,16.0,135,0.0,0,0,3,4,0,0,1,0,1,0,0,0,0
2,0,1,1,0,36.0,16.0,135,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
2,0,1,1,0,35.0,16.0,135,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
2,0,1,1,0,35.0,16.0,135,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
29,1,3,2,0,56.0,16.0,317,3.0,0,0,10,10,0,0,0,1,1,0,0,0,0
4,0,1,2,0,45.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
1,0,1,1,0,37.6,0.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
0,1,2,1,0,34.4,0.0,0,0.0,0,0,11,11,0,1,0,0,1,0,0,0,0
1,0,1,1,0,26.0,0.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
6,0,1,1,0,35.0,0.0,356,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
6,0,3,1,0,25.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,1,0,2,0,69.0,16.0,0,4.0,0,0,12,12,0,0,1,0,1,0,0,0,0
14,0,2,2,0,80.1,0.0,0,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
2,0,2,2,0,43.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
27,0,2,2,0,88.29,16.0,0,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
17,1,0,1,0,36.0,16.0,490,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,1,0,46.0,16.0,86,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,1,0,1,0,65.4,0.0,86,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
0,0,1,1,0,41.0,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,0,1,1,0,40.0,16.0,482,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
4,1,2,1,0,45.0,0.0,207,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
3,1,1,1,0,33.0,0.0,207,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,0,2,1,0,35.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
0,0,1,1,0,38.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
10,1,1,2,0,64.0,0.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
81,1,1,2,0,202.5,0.0,0,3.0,0,0,12,1,0,0,1,0,1,0,0,0,0
69,1,3,2,0,49.22,0.0,0,3.0,0,0,3,3,0,0,1,0,0,0,1,0,0
66,1,2,2,0,197.67,16.0,0,6.0,0,0,12,1,0,0,1,0,1,0,0,0,0
10,1,1,2,2,176.0,0.0,0,6.0,0,0,5,5,0,0,1,0,1,0,0,0,0
2,1,0,2,2,152.0,0.0,0,6.0,0,0,5,5,0,0,1,0,1,0,0,0,0
12,0,3,1,0,0.0,16.0,0,0.0,0,0,4,4,0,0,1,0,0,0,0,0,1
8,0,1,2,0,47.55,16.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
1,1,0,2,0,48.0,16.0,0,0.0,0,0,12,12,0,1,0,0,1,0,0,0,0
0,0,1,2,0,48.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,2,0,61.2,16.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,68.0,16.0,0,3.0,0,0,3,3,0,0,1,0,1,0,0,0,0
0,0,1,2,0,73.0,16.0,0,5.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,1,1,2,2,178.5,16.0,0,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
95,2,4,2,0,70.0,0.0,0,3.0,0,0,5,5,0,0,1,0,1,0,0,0,0
181,3,6,3,0,158.33,16.0,0,0.0,0,0,8,8,0,0,1,0,0,0,1,0,0
181,2,5,3,0,230.84,0.0,0,0.0,0,0,8,8,0,0,1,0,0,0,1,0,0
0,0,1,1,0,82.0,0.0,0,8.0,0,0,7,7,0,0,1,0,1,0,0,0,0
0,0,1,2,0,88.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
43,0,1,2,0,67.0,0.0,169,0.0,0,0,5,5,0,0,0,1,1,0,0,0,0
1,0,1,2,0,106.2,16.0,0,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
5,0,1,1,0,37.0,16.0,154,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
1,0,2,1,0,27.0,16.0,154,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
10,0,2,2,0,29.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
8,0,1,2,0,30.0,16.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,1,0,35.0,16.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0
5,1,3,1,0,45.0,16.0,282,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
74,2,4,2,0,225.0,0.0,0,5.0,0,0,7,7,0,0,1,0,1,0,0,0,0
50,2,2,2,0,119.0,16.0,0,3.0,0,0,10,10,0,0,1,0,0,0,1,0,0
166,2,6,2,0,72.0,16.0,0,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
1,1,2,2,0,110.0,16.0,0,0.0,0,0,5,5,0,0,1,0,0,0,1,0,0
19,1,4,2,1,245.5,0.0,0,3.0,0,0,7,7,0,0,1,0,0,0,1,0,0
327,2,5,2,0,68.4,4.0,0,3.0,0,0,9,9,0,0,1,0,1,0,0,0,0
14,0,1,1,0,57.0,16.0,0,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
133,3,5,2,0,151.88,0.0,0,3.0,0,0,7,7,0,0,1,0,1,0,0,0,0
8,2,0,2,0,50.0,16.0,0,0.0,0,0,1,2,0,0,1,0,1,0,0,0,0
14,1,4,2,0,58.95,16.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
0,0,2,1,0,75.0,0.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
6,0,3,1,0,152.1,0.0,0,0.0,0,0,7,7,0,0,1,0,1,0,0,0,0
103,2,3,2,1,112.7,0.0,0,0.0,0,0,7,7,0,0,1,0,0,0,1,0,0
22,0,3,2,0,134.67,0.0,0,4.0,0,0,7,7,0,0,0,1,0,0,1,0,0
22,0,3,3,0,180.67,16.0,0,4.0,0,0,7,7,0,0,0,1,0,0,1,0,0
39,0,2,2,0,191.0,0.0,0,4.0,0,0,8,9,0,0,1,0,0,0,1,0,0
19,1,3,2,0,288.1,0.0,0,5.0,0,0,7,8,0,0,1,0,0,0,0,0,1
5,0,2,1,0,27.0,16.0,94,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
139,2,3,2,0,175.4,0.0,0,3.0,0,0,7,7,0,0,1,0,0,0,1,0,0
0,0,1,1,0,46.0,0.0,0,0.0,0,0,3,3,0,0,1,0,1,0,0,0,0
37,0,1,2,0,275.25,0.0,0,2.0,0,0,8,8,0,0,1,0,1,0,0,0,0
38,2,0,2,0,367.0,0.0,0,5.0,0,0,8,8,0,0,1,0,0,0,0,0,1
1,2,3,2,0,66.4,16.0,0,0.0,0,0,11,11,0,0,1,0,0,0,1,0,0
3,2,2,2,0,77.0,16.0,0,0.0,0,0,1,1,0,0,1,0,0,0,1,0,0
2,0,3,2,0,153.67,0.0,0,4.0,0,0,5,5,0,0,1,0,0,0,1,0,0
51,1,4,2,0,152.0,0.0,20,0.0,0,0,7,7,0,0,1,0,0,0,1,0,0
1,0,1,1,0,30.0,0.0,20,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,1,0,30.0,0.0,20,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,0,1,0,0.0,0.0,20,0.0,0,0,6,6,0,0,1,0,1,0,0,0,0
0,1,0,2,0,72.0,0.0,437,0.0,0,0,4,4,0,0,1,0,1,0,0,0,0
147,1,4,2,0,165.0,16.0,0,4.0,0,0,7,8,0,0,1,0,0,0,1,0,0
105,2,5,2,0,239.0,0.0,0,0.0,0,0,8,8,0,0,1,0,1,0,0,0,0
25,2,6,2,0,154.0,0.0,0,3.0,0,0,7,8,0,0,1,0,1,0,0,0,0
176,2,3,2,1,143.0,16.0,0,3.0,0,0,8,8,0,0,1,0,1,0,0,0,0
0,0,1,2,1,180.0,0.0,0,0.0,0,0,8,8,0,0,1,0,1,0,0,0,0
4,0,1,2,0,61.0,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
126,4,6,2,1,229.5,0.0,0,3.0,0,0,8,8,0,0,1,0,0,1,0,0,0
10,0,4,2,2,216.5,0.0,0,2.0,0,0,8,8,0,0,1,0,1,0,0,0,0
155,2,2,2,1,251.0,0.0,0,3.0,0,0,8,8,0,0,0,1,0,0,1,0,0
155,2,2,2,0,225.5,0.0,0,3.0,0,0,8,8,0,0,0,1,0,0,1,0,0
159,3,10,2,0,147.6,16.0,0,4.0,0,0,8,8,0,0,0,1,1,0,0,0,0
181,4,8,2,0,232.0,0.0,0,4.0,0,0,8,8,0,0,0,1,0,0,1,0,0
250,4,10,2,0,201.43,0.0,0,4.0,0,0,8,8,0,0,1,0,1,0,0,0,0
7,1,0,1,0,72.16,16.0,0,0.0,0,0,4,4,0,0,0,1,1,0,0,0,0
33,1,0,1,0,6.0,16.0,263,0.0,0,0,4,4,0,0,0,1,0,0,0,1,0
212,4,10,2,0,69.86,4.0,0,3.0,0,0,8,9,1,0,0,0,1,0,0,0,0
3,0,5,2,0,60.0,16.0,0,3.0,0,0,3,3,0,0,1,0,1,0,0,0,0
63,0,4,2,1,142.5,0.0,0,0.0,0,0,9,9,0,0,1,0,0,0,1,0,0
184,4,6,2,0,166.0,16.0,0,5.0,0,0,9,9,0,0,1,0,1,0,0,0,0
169,2,8,2,0,126.0,0.0,0,3.0,0,0,9,9,0,0,1,0,0,0,1,0,0
2,0,1,1,0,70.0,0.0,0,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
348,4,10,2,0,64.9,4.0,0,3.0,0,0,9,9,1,0,0,0,1,0,0,0,0
6,0,2,2,0,45.0,0.0,0,4.0,0,0,11,11,0,0,1,0,1,0,0,0,0
0,0,1,2,0,46.4,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,1,0,72.0,0.0,0,4.0,0,0,10,10,0,0,1,0,1,0,0,0,0
7,1,0,1,0,34.4,0.0,0,0.0,0,0,11,11,0,0,1,0,1,0,0,0,0
7,1,0,1,0,34.4,16.0,0,0.0,0,0,12,12,0,0,1,0,1,0,0,0,0
6,1,1,1,0,34.4,0.0,0,0.0,0,0,1,2,0,1,0,0,1,0,0,0,0
2,0,1,1,0,60.0,0.0,0,0.0,0,0,5,5,0,0,1,0,1,0,0,0,0
8,0,2,1,0,62.0,0.0,0,0.0,0,0,10,10,0,0,1,0,1,0,0,0,0
6,1,0,1,0,109.0,0.0,0,0.0,0,0,9,9,0,0,1,0,1,0,0,0,0
250,2,5,2,0,70.4,5.0,0,3.0,0,0,9,9,0,0,1,0,1,0,0,0,0
151,2,1,2,0,160.4,12.0,0,4.0,0,0,9,9,0,0,1,0,1,0,0,0,0
17,0,1,2,0,100.0,7.0,0,3.0,0,0,4,4,0,0,1,0,1,0,0,0,0
48,0,3,2,0,152.1,16.0,0,6.0,0,0,9,9,0,0,1,0,1,0,0,0,0
165,1,2,1,0,55.53,16.0,0,4.0,0,0,12,12,0,0,0,1,0,0,1,0,0
266,2,4,2,0,36.0,5.0,0,0.0,0,0,9,9,0,0,0,1,1,0,0,0,0
266,2,4,1,0,34.0,16.0,0,0.0,0,0,9,9,0,0,0,1,1,0,0,0,0
266,2,4,2,0,45.45,5.0,0,0.0,0,0,9,9,0,0,0,1,1,0,0,0,0
266,2,4,1,0,34.0,16.0,0,0.0,0,0,9,9,0,0,0,1,1,0,0,0,0
40,2,4,1,0,65.33,5.0,0,3.0,0,0,9,10,0,1,0,0,1,0,0,0,0
266,2,4,1,0,35.67,16.0,0,0.0,0,0,9,9,0,0,0,1,1,0,0,0,0
152,7,15,2,0,81.82,13.0,0,3.0,0,0,9,9,0,0,1,0,0,0,1,0,0
228,6,15,2,0,88.0,13.0,0,3.0,0,0,9,9,0,0,1,0,0,0,1,0,0
9,0,2,2,0,56.0,16.0,0,3.0,0,0,10,10,0,0,1,0,1,0,0,0,0
